30 -47 -25
40 -47 50
40 -37 50
30 -37 -25
#

30 -47 -25
40 -47 -100
40 -37 -100
30 -37 -25
#

30 -47 -25
20 -47 -100
20 -37 -100
30 -37 -25
#

30 -47 -25
20 -47 50
20 -37 50
30 -37 -25
#

30 -47 -25
40 -47 50
40 -37 50
30 -37 -25
#


-30 55 0
30 55 -100
30 55 -100
-30 55 0
#

-30 55 -100
30 55 0
30 55 0
-30 55 -100
#


65 15 -60
80 15 -20
80 45 -20
65 45 -60
#

65 15 -60
80 15 -100
80 45 -100
65 45 -60
#

65 15 -60
50 15 -100
50 45 -100
65 45 -60
#

65 15 -60
50 15 -20
50 45 -20
65 45 -60
#

65 15 -60
80 15 -20
80 45 -20
65 45 -60
#

