43.5497 62.5675 0
33.5512 62.742 10
33.2022 42.7451 10
43.2006 42.5706 0
#

43.5497 62.5675 0
33.5512 62.742 -10
33.2022 42.7451 -10
43.2006 42.5706 0
#

43.5497 62.5675 0
53.5482 62.393 -10
53.1991 42.396 -10
43.2006 42.5706 0
#

43.5497 62.5675 0
53.5482 62.393 10
53.1991 42.396 10
43.2006 42.5706 0
#

43.5497 62.5675 0
33.5512 62.742 10
33.2022 42.7451 10
43.2006 42.5706 0
#

55.1988 42.3611 -10
55.3035 48.3602 -10
53.3038 48.3951 -10
53.1991 42.396 -10
#

55.1988 42.3611 -10
55.2512 45.3607 -4
53.2515 45.3956 -4
53.1991 42.396 -10
#

55.1988 42.3611 -10
55.1465 39.3616 -4
53.1468 39.3965 -4
53.1991 42.396 -10
#

55.1988 42.3611 -10
55.0941 36.3621 -10
53.0944 36.397 -10
53.1991 42.396 -10
#

55.1988 42.3611 -10
55.1465 39.3616 -16
53.1468 39.3965 -16
53.1991 42.396 -10
#

55.1988 42.3611 -10
55.2512 45.3607 -16
53.2515 45.3956 -16
53.1991 42.396 -10
#

55.1988 42.3611 -10
55.3035 48.3602 -10
53.3038 48.3951 -10
53.1991 42.396 -10
#

55.5479 62.3581 -10
55.4431 56.359 -10
53.4434 56.3939 -10
53.5482 62.393 -10
#

55.5479 62.3581 -10
55.4955 59.3586 -4
53.4958 59.3935 -4
53.5482 62.393 -10
#

55.5479 62.3581 -10
55.6002 65.3576 -4
53.6005 65.3925 -4
53.5482 62.393 -10
#

55.5479 62.3581 -10
55.6526 68.3572 -10
53.6529 68.3921 -10
53.5482 62.393 -10
#

55.5479 62.3581 -10
55.6002 65.3576 -16
53.6005 65.3925 -16
53.5482 62.393 -10
#

55.5479 62.3581 -10
55.4955 59.3586 -16
53.4958 59.3935 -16
53.5482 62.393 -10
#

55.5479 62.3581 -10
55.4431 56.359 -10
53.4434 56.3939 -10
53.5482 62.393 -10
#

